title,data
Interstellar,Adventure Drama Science-Fiction saving-the-world artificial-intelligence father-son-relationship single-parent nasa expedition wormhole space-travel famine black-hole dystopia race-against-time quantum-mechanics spaceship space rescue family-relationships farmhouse robot astronaut scientist father-daughter-relationship single-father farmer space-station imax astrophysics zero-gravity courage time-paradox relativity interstellar chronicle adventure group explorer use newly discover wormhole surpass limitation human space travel conquer vast distance involve interstellar voyage
Inception,Action Thriller Science-Fiction Mystery Adventure loss-of-lover dream kidnapping sleep subconsciousness heist redemption female-hero Cobb skilled thief commit corporate espionage infiltrate subconscious target offer chance regain old life payment task consider impossible inception implantation person idea target subconscious
Shin Godzilla,Action Adventure Drama Horror Science-Fiction monster godzilla giant-monster destruction kaiju toyko mind Evangelion come hit large life   massive gille monster emerge deep tear city government scramble save citizen   rag tag team volunteer cut web red tape uncover monster weakness mysterious tie foreign superpower   time great catastrophe befall world evolve right eye
The Hobbit: An Unexpected Journey,Adventure Fantasy Action riddle elves dwarves orcs middle-earth-(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel underground-lake buried-treasure climbing-a-tree invisibility ancient gnomes Bilbo Baggins hobbit enjoy quiet life sweep epic quest Gandalf Grey thirteen dwarf seek reclaim mountain home Smaug dragon
The Fast and the Furious,Action Crime Thriller street-gang car-race undercover auto-tuning los-angeles car automobile-racing aftercreditsstinger duringcreditsstinger Domenic Toretto Los Angeles street racer suspect mastermind series big rig hijacking undercover cop Brian O'Conner infiltrate Toretto iconoclastic crew fall Toretto sister choose gang LAPD
The Curious Case of Benjamin Button,Fantasy Drama Thriller Mystery Romance diary navy funeral tea travel hospital tell story Benjamin Button man start age backwards bizarre consequence
X-Men: First Class,Action Science-Fiction Adventure cia mutant mine marvel-comic superhero based-on-comic-book superhuman historical-fiction nuclear-war cuban-missile-crisis world-war-iii 1960s Charles Xavier Erik Lensherr Professor X Magneto young man discover power time arch enemy close friend work mutant familiar new stop great threat world know
The Hunger Games: Mockingjay - Part 2,Action Adventure Science-Fiction revolution strong-woman dystopia game-of-death 3d based-on-young-adult-novel nation Panem scale war Katniss confront President Snow final showdown team group close friend include Gale Finnick Peeta Katniss mission unit District 13 risk life stage assassination attempt President Snow increasingly obsess destroy mortal trap enemy moral choice await Katniss challenge arena face Hunger Games
The Sorcerer's Apprentice,Fantasy Adventure Action Comedy Drama witch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morgana Balthazar Blake master sorcer modern day Manhattan try defend city arch nemesis Maxim Horvath balthazar recruit Dave Stutler seemingly average guy demonstrate hidden potential reluctant protégé sorcer unwilling accomplice crash course art science magic unlikely partner work stop force darkness
Poseidon,Adventure Action Drama Thriller new-year's-eve fire drowning cataclysm loss-of-father atlantic-ocean ball self-abandonment shipwreck giant-wave blackout ship daughter single escape capsized-ship pack cruise ship travel Atlantic hit overturn massive wave compel passenger begin dramatic fight life
Alice Through the Looking Glass,Fantasy based-on-novel clock queen sequel alice-in-wonderland dark-fantasy mad-hatter 3d sequel Tim Burton Alice Wonderland Alice Kingsleigh return Underland face new adventure save mad hatter
Shrek the Third,Fantasy Adventure Animation Comedy Family ambush sadness stage liberation-of-prisoners island traitor shipwreck prince ship donkey kingdom theatre-play transformation conciliation tricks heir-to-the-throne assault boarding-school coup-d'etat teacher best-friend dragon cowardliness pregnancy capture duringcreditsstinger King Far Far away die Shrek Fiona King amp Queen Shrek want return cozy swamp live peace quiet find heir throne set bring rule kingdom
Warcraft,Action Adventure Fantasy video-game elves orcs magic chase based-on-comic-book sorcerer fictional-war based-on-video-game wizard fictional-language muscles orc sword-and-sorcery peaceful realm Azeroth stand brink war civilization face fearsome race invader orc warrior flee die home colonize portal open connect world army face destruction face extinction oppose hero set collision course decide fate family people home
Terminator Genisys,Science-Fiction Action Thriller Adventure saving-the-world artificial-intelligence cyborg killer-robot future time-travel dystopia sequel fiction duringcreditsstinger 3d year 2029 John Connor leader resistance continue war machine Los Angeles offensive John fear unknown future begin emerge TECOM spy reveal new plot SkyNet attack past future ultimately change warfare forever
The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure Family Fantasy based-on-novel magic good-vs-evil king narnia fantasy-world knife-held-to-throat snowing quest time Edmund Lucy Pevensie pesky cousin Eustace Scrubb find swallow painting fantastic narnian ship head edge world
Pearl Harbor,History Romance War nurse patriotism hawaii world-war-ii pilot pearl-harbor u.s.-air-force airplane war army love pin-up lifelong friendship Rafe McCawley Danny Walker ultimate test ace fighter pilot entangled love triangle beautiful naval nurse Evelyn Johnson rivalry friend turn foe immediately hold find center Japan devastating attack Pearl Harbor Dec. 7 1941
Transformers,Adventure Science-Fiction Action destroy transformation alien based-on-toy transformers robot duringcreditsstinger teenage-hero young teenager Sam Witwicky involve ancient struggle extraterrestrial faction transform robot heroic Autobots evil Decepticons Sam hold clue unimaginable power Decepticons stop retrieve
Alexander,War History Action Adventure Drama Romance aristotle egypt greece persia elephant campaign alexander-the-great homosexuality gay-relationship ancient-world Alexander King Macedonia lead legion giant Persian Empire defeat Persians lead army know world venture far westerner way India
Harry Potter and the Order of the Phoenix,Adventure Fantasy Family Mystery prophecy witch loss-of-lover magic cutting-the-cord child-hero dying-and-death broom sorcerer's-apprentice school-of-witchcraft black-magic death-of-a-friend sorcery occultism return fifth year study Hogwarts Harry stunned find warning return Lord Voldemort ignore leave choice Harry matter hand train small group student dub Dumbledore Army defend dark art
Harry Potter and the Goblet of Fire,Adventure Fantasy Family magic dying-and-death broom sorcerer's-apprentice school-of-witchcraft chosen-one black-magic boarding-school vision tournament teenager wizard teenage-hero based-on-young-adult-novel Harry start fourth year Hogwarts compete treacherous Triwizard Tournament face evil Lord Voldemort Ron Hermione help Harry manage pressure Voldemort lurk await chance destroy Harry stand
Hancock,Fantasy Action flying alcohol love-of-one's-life forbidden-love lovers affection advertising-expert alcoholism invulnerability superhero pokies duringcreditsstinger Hancock superhero force employ pr expert help repair image public grow weary damage inflict lifesave heroic agent idea imprison antihero world miss prove successful Hancock stick new sense purpose slip old habit
I Am Legend,Drama Horror Action Thriller Science-Fiction saving-the-world lost-civilisation post-apocalyptic dystopia matter-of-life-and-death alone helplessness virus pandemic Robert Neville scientist unable stop spread terrible virus incurable man Immune Neville human survivor leave New York City world year Neville faithfully send daily radio message desperate find survivor
Charlie and the Chocolate Factory,Adventure Comedy Family Fantasy london-england father-son-relationship chocolate factory-worker based-on-novel parents-kids-relationship candy overweight-child grandfather-grandson-relationship teacher young boy win tour magnificent chocolate factory world lead world unusual candy maker
